ts_code,trade_date,open,open_hfq,open_qfq,high,high_hfq,high_qfq,low,low_hfq,low_qfq,close,close_hfq,close_qfq,pre_close,change,pct_chg,vol,amount,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,adj_factor,asi_bfq,asi_hfq,asi_qfq,asit_bfq,asit_hfq,asit_qfq,atr_bfq,atr_hfq,atr_qfq,bbi_bfq,bbi_hfq,bbi_qfq,bias1_bfq,bias1_hfq,bias1_qfq,bias2_bfq,bias2_hfq,bias2_qfq,bias3_bfq,bias3_hfq,bias3_qfq,boll_lower_bfq,boll_lower_hfq,boll_lower_qfq,boll_mid_bfq,boll_mid_hfq,boll_mid_qfq,boll_upper_bfq,boll_upper_hfq,boll_upper_qfq,brar_ar_bfq,brar_ar_hfq,brar_ar_qfq,brar_br_bfq,brar_br_hfq,brar_br_qfq,cci_bfq,cci_hfq,cci_qfq,cr_bfq,cr_hfq,cr_qfq,dfma_dif_bfq,dfma_dif_hfq,dfma_dif_qfq,dfma_difma_bfq,dfma_difma_hfq,dfma_difma_qfq,dmi_adx_bfq,dmi_adx_hfq,dmi_adx_qfq,dmi_adxr_bfq,dmi_adxr_hfq,dmi_adxr_qfq,dmi_mdi_bfq,dmi_mdi_hfq,dmi_mdi_qfq,dmi_pdi_bfq,dmi_pdi_hfq,dmi_pdi_qfq,downdays,updays,dpo_bfq,dpo_hfq,dpo_qfq,madpo_bfq,madpo_hfq,madpo_qfq,ema_bfq_10,ema_bfq_20,ema_bfq_250,ema_bfq_30,ema_bfq_5,ema_bfq_60,ema_bfq_90,ema_hfq_10,ema_hfq_20,ema_hfq_250,ema_hfq_30,ema_hfq_5,ema_hfq_60,ema_hfq_90,ema_qfq_10,ema_qfq_20,ema_qfq_250,ema_qfq_30,ema_qfq_5,ema_qfq_60,ema_qfq_90,emv_bfq,emv_hfq,emv_qfq,maemv_bfq,maemv_hfq,maemv_qfq,expma_12_bfq,expma_12_hfq,expma_12_qfq,expma_50_bfq,expma_50_hfq,expma_50_qfq,kdj_bfq,kdj_hfq,kdj_qfq,kdj_d_bfq,kdj_d_hfq,kdj_d_qfq,kdj_k_bfq,kdj_k_hfq,kdj_k_qfq,ktn_down_bfq,ktn_down_hfq,ktn_down_qfq,ktn_mid_bfq,ktn_mid_hfq,ktn_mid_qfq,ktn_upper_bfq,ktn_upper_hfq,ktn_upper_qfq,lowdays,topdays,ma_bfq_10,ma_bfq_20,ma_bfq_250,ma_bfq_30,ma_bfq_5,ma_bfq_60,ma_bfq_90,ma_hfq_10,ma_hfq_20,ma_hfq_250,ma_hfq_30,ma_hfq_5,ma_hfq_60,ma_hfq_90,ma_qfq_10,ma_qfq_20,ma_qfq_250,ma_qfq_30,ma_qfq_5,ma_qfq_60,ma_qfq_90,macd_bfq,macd_hfq,macd_qfq,macd_dea_bfq,macd_dea_hfq,macd_dea_qfq,macd_dif_bfq,macd_dif_hfq,macd_dif_qfq,mass_bfq,mass_hfq,mass_qfq,ma_mass_bfq,ma_mass_hfq,ma_mass_qfq,mfi_bfq,mfi_hfq,mfi_qfq,mtm_bfq,mtm_hfq,mtm_qfq,mtmma_bfq,mtmma_hfq,mtmma_qfq,obv_bfq,obv_hfq,obv_qfq,psy_bfq,psy_hfq,psy_qfq,psyma_bfq,psyma_hfq,psyma_qfq,roc_bfq,roc_hfq,roc_qfq,maroc_bfq,maroc_hfq,maroc_qfq,rsi_bfq_12,rsi_bfq_24,rsi_bfq_6,rsi_hfq_12,rsi_hfq_24,rsi_hfq_6,rsi_qfq_12,rsi_qfq_24,rsi_qfq_6,taq_down_bfq,taq_down_hfq,taq_down_qfq,taq_mid_bfq,taq_mid_hfq,taq_mid_qfq,taq_up_bfq,taq_up_hfq,taq_up_qfq,trix_bfq,trix_hfq,trix_qfq,trma_bfq,trma_hfq,trma_qfq,vr_bfq,vr_hfq,vr_qfq,wr_bfq,wr_hfq,wr_qfq,wr1_bfq,wr1_hfq,wr1_qfq,xsii_td1_bfq,xsii_td1_hfq,xsii_td1_qfq,xsii_td2_bfq,xsii_td2_hfq,xsii_td2_qfq,xsii_td3_bfq,xsii_td3_hfq,xsii_td3_qfq,xsii_td4_bfq,xsii_td4_hfq,xsii_td4_qfq
300628.SZ,20241101,38.66,745.1483,38.66,39.19,755.36374,39.19,38.21,736.47482,38.21,38.45,741.10068,38.45,38.9,-0.45,-1.1568,91411.2,353193.31,1.2642,2.0703,0.76,24.1733,19.748,5.8572,11.176,9.284,3.7111,3.897,126381.5202,72306.3503,44154.0591,4859369.4517,2780179.169,19.2744,-133.88234,-2467.11591,-127.99962,-76.07568,-1360.39547,-70.58043,2.3585,45.45867,2.3585,39.51888,761.7026,39.51888,-2.588,-2.588,-2.588,-2.355,-2.355,-2.355,-2.853,-2.731,-2.731,36.306,699.769,36.306,40.403,778.744,40.403,44.5,857.718,44.5,59.88155,59.80001,59.80001,128.69353,132.7808,132.7808,-103.37893,-103.37893,-103.37893,113.5627,113.5627,113.5627,3.1774,67.35732,3.49465,4.08898,85.88521,4.45592,31.78328,31.78328,31.78328,32.91376,33.94728,33.94728,19.02174,19.02174,19.02174,12.94466,12.94466,12.94466,4.0,0.0,0.1555,7.58488,0.39352,1.82425,41.13186,2.13402,39.31929,39.05515,36.77723,38.45691,39.06807,37.14475,36.3872,757.71821,751.5267,665.50358,738.64839,753.01204,710.03409,692.67112,39.31216,38.99093,34.52785,38.32277,39.06799,36.83819,35.93736,-0.23862,-0.23882,-0.23882,-0.00949,0.00136,0.00136,39.33253,757.82398,39.31764,37.48981,717.68816,37.2353,12.56948,12.52195,12.52195,39.6834,39.71468,39.71468,30.64543,30.65044,30.65044,36.41107,700.56357,36.34684,39.08107,752.02621,39.01684,41.75107,803.48886,41.68684,10.0,0.0,39.509,40.403,33.033,38.69933,39.374,35.7285,35.90856,761.51227,778.74358,618.4877,742.84795,758.91023,681.77011,683.58614,39.509,40.403,32.08856,38.54065,39.374,35.37179,35.46601,-0.76,-15.421,-0.8,1.013,21.69,1.125,0.634,13.98,0.725,26.81692,26.89768,26.89768,27.13478,27.21554,27.21554,44.31406,44.31406,44.31406,-0.46,-8.86622,-0.46,-1.50667,-29.0401,-1.50667,-0.93949,73.23367,73.23367,33.333,33.333,33.333,33.333,33.333,33.333,-1.18222,-1.18222,-1.18222,-3.6267,-3.6267,-3.6267,47.823,52.023,37.703,48.243,52.621,37.828,48.243,52.621,37.828,37.4,720.86256,37.4,44.055,849.13369,44.055,50.71,977.40482,50.71,0.31734,0.3604,0.3604,0.69884,0.76376,0.76376,76.71356,86.84712,86.84712,90.943,90.943,90.943,90.943,90.943,90.943,40.18086,774.46197,40.18086,38.60514,744.09091,38.60514,43.23558,833.30283,43.23366,37.57859,724.27256,37.57692
300628.SZ,20241031,38.9,749.77416,38.9,39.25,756.5202,39.25,38.27,737.63129,38.27,38.9,749.77416,38.9,39.12,-0.22,-0.5624,111772.95,432852.47,1.5458,2.5314,0.95,24.4562,19.9792,5.9257,11.3068,9.3927,3.6681,3.8519,126381.5202,72306.3503,44154.0591,4916241.1358,2812717.0267,19.2744,-122.19507,-2243.49164,-116.39748,-65.62368,-1160.78137,-60.22399,2.4305,46.84643,2.4305,39.62929,763.83082,39.62929,-1.59,-1.59,-1.59,-1.309,-1.309,-1.309,-1.432,-1.245,-1.245,36.019,694.244,36.019,40.323,777.202,40.323,44.627,860.159,44.627,60.35725,60.25401,60.25401,134.11273,138.40645,138.40645,-93.60035,-93.60035,-93.60035,126.6229,126.6229,126.6229,3.3794,71.46226,3.70763,4.4037,92.1648,4.78172,33.77892,33.77892,33.77892,34.0259,35.32143,35.32143,20.42864,20.42864,20.42864,11.9471,11.9471,11.9471,3.0,0.0,0.8335,21.21923,1.1009,2.18567,48.646,2.52387,39.51247,39.11885,36.7638,38.45739,39.3771,37.1005,36.34085,761.41099,752.62417,664.89638,738.47927,758.96772,708.98099,691.58282,39.50375,39.04787,34.49635,38.314,39.37698,36.78356,35.8809,-0.34628,-0.3469,-0.3469,0.15911,0.17867,0.17867,39.49299,760.86458,39.4754,37.45061,716.73255,37.18573,35.91475,35.84846,35.84846,44.20238,44.2468,44.2468,41.43984,41.44735,41.44735,36.21395,696.63397,36.14297,39.12995,752.83812,39.05897,42.04595,809.04227,41.97497,4.0,0.0,39.59,40.323,33.01348,38.57433,39.676,35.64883,35.90178,763.0735,777.20163,618.00533,740.06112,764.73109,680.05142,683.31823,39.59,40.323,32.06353,38.39607,39.676,35.28262,35.45211,-0.669,-13.634,-0.707,1.108,23.618,1.225,0.774,16.801,0.872,26.83832,26.91908,26.91908,27.36935,27.45011,27.45011,41.91728,41.91728,41.91728,-0.98,-18.88891,-0.98,-2.86167,-55.15691,-2.86167,8.20163,82.37479,82.37479,33.333,33.333,33.333,31.944,31.944,31.944,-2.45737,-2.45737,-2.45737,-6.45133,-6.45133,-6.45133,49.898,53.124,42.109,50.35,53.746,42.258,50.35,53.746,42.258,35.27,679.80809,35.27,42.99,828.60646,42.99,50.71,977.40482,50.71,0.37238,0.4193,0.4193,0.69945,0.76307,0.76307,82.83288,93.87427,93.87427,69.258,69.258,69.258,75.676,75.676,75.676,40.40628,778.8068,40.40628,38.82172,748.26536,38.82172,43.33482,835.21377,43.3328,37.66484,725.93346,37.66309
300628.SZ,20241030,39.59,763.0735,39.59,39.99,770.78326,39.99,38.6,743.99184,38.6,39.12,754.01453,39.12,39.73,-0.61,-1.5354,91824.72,359997.11,1.2699,2.0796,0.72,24.5945,20.0922,5.9593,11.3708,9.4458,3.6475,3.8302,126381.5202,72306.3503,44154.0591,4944045.0702,2828624.4237,19.2744,-110.19703,-2013.18635,-104.44872,-57.79339,-1011.44412,-52.47604,2.4495,46.83679,2.43,39.77296,766.59991,39.77296,-1.283,-1.283,-1.283,-0.956,-0.956,-0.956,-0.501,-0.249,-0.249,35.256,679.538,35.256,40.126,773.405,40.126,44.996,867.271,44.996,59.84326,59.7494,59.7494,136.72173,141.18319,141.18319,-56.0559,-56.0559,-56.0559,124.67309,129.11117,129.11117,3.4286,72.62494,3.76795,4.6853,97.80686,5.07444,35.67634,35.67634,35.67634,35.22439,36.80578,36.80578,27.06767,27.06767,27.06767,10.94403,10.94403,10.94403,2.0,0.0,1.2575,29.94809,1.55378,2.63858,57.91731,3.00488,39.64857,39.14188,36.74664,38.42687,39.61565,37.0395,36.28334,763.99696,752.92418,664.21463,737.70031,763.56449,707.59817,690.27515,39.63791,39.06343,34.46098,38.27358,39.61547,36.71181,35.81306,-0.76037,-0.76307,-0.76307,0.31957,0.34788,0.34788,39.6008,762.88102,39.58001,37.39146,715.38391,37.11576,58.82547,58.73356,58.73356,45.58365,45.64653,45.64653,49.99759,50.00887,50.00887,36.14998,695.25697,36.07152,39.16398,753.35001,39.08552,42.17798,811.44305,42.09952,3.0,0.0,39.518,40.126,32.99648,38.41433,39.654,35.55383,35.89144,761.68574,773.40457,617.56812,736.60621,764.30706,678.03974,682.98131,39.518,40.126,32.04085,38.21682,39.654,35.17825,35.43463,-0.591,-12.096,-0.628,1.192,25.322,1.314,0.896,19.274,1.0,26.94497,27.02573,27.02573,27.6836,27.76435,27.76435,41.85808,41.85808,41.85808,-1.41,-27.1769,-1.41,-3.16167,-60.93923,-3.16167,19.37892,93.55209,93.55209,33.333,33.333,33.333,31.944,31.944,31.944,-3.4789,-3.4789,-3.4789,-7.13764,-7.13764,-7.13764,50.888,53.656,44.213,51.356,54.29,44.375,51.356,54.29,44.375,34.07,656.67881,34.07,42.39,817.04182,42.39,50.71,977.40482,50.71,0.42325,0.47417,0.47417,0.69615,0.75776,0.75776,86.64781,98.47159,98.47159,61.484,61.484,61.484,71.901,71.901,71.901,40.42107,779.09187,40.42107,38.83593,748.53925,38.83593,43.40064,836.48089,43.39854,37.72205,727.03479,37.72023
300628.SZ,20241029,40.68,784.08259,40.68,40.86,787.55198,40.86,39.52,761.72429,39.52,39.73,765.77191,39.73,40.67,-0.94,-2.3113,120087.75,480738.7,1.6608,2.7197,0.95,24.978,20.4055,6.0522,11.5481,9.5931,3.5915,3.7714,126381.5202,72306.3503,44154.0591,5021137.7975,2872731.2974,19.2744,-80.02006,-1434.31947,-74.41578,-52.19672,-904.28249,-46.91625,2.455,46.91832,2.43423,39.85371,768.01176,39.84621,-0.021,-0.021,-0.021,0.29,0.29,0.29,1.442,1.765,1.765,34.67,665.582,34.532,39.942,769.27,39.912,45.213,872.959,45.291,63.68031,63.5362,63.5362,146.74346,151.63786,151.63786,0.90999,0.90999,0.90999,137.05499,142.01664,142.01664,3.534,74.87058,3.88446,4.93974,102.92565,5.34002,34.81429,35.33871,35.33871,35.05451,36.92232,36.92232,24.10318,24.10318,24.10318,10.56026,10.56026,10.56026,1.0,0.0,2.153,47.75014,2.47739,3.1585,68.47336,3.55255,39.76603,39.14419,36.72758,38.37906,39.86348,36.96898,36.2196,766.21527,752.8094,663.49334,736.57519,768.33948,706.02473,688.8428,39.753,39.05748,34.42355,38.21521,39.86321,36.63018,35.73874,-0.75697,-0.7606,-0.7606,0.52985,0.56713,0.56713,39.68822,764.49311,39.66365,37.3209,713.80715,37.03395,80.46195,80.33536,80.33536,43.37669,43.46535,43.46535,55.73844,55.75535,55.75535,36.17433,695.56709,36.08761,39.15633,753.04335,39.06961,42.13833,810.51962,42.05161,2.0,0.0,39.497,39.9415,32.98008,38.217,39.73,35.46467,35.88344,761.28098,769.27023,617.1413,732.44151,765.77191,676.1374,682.68781,39.497,39.9115,32.0187,38.00074,39.73,35.07956,35.41941,-0.498,-10.23,-0.531,1.266,26.834,1.392,1.017,21.719,1.127,27.10532,27.18608,27.18608,28.05566,28.13635,28.13635,40.69877,40.69877,40.69877,-1.57,-30.26081,-1.57,-2.43833,-46.99741,-2.43833,28.5614,102.73456,102.73456,33.333,33.333,33.333,33.333,33.333,33.333,-3.80145,-3.80145,-3.80145,-5.23263,-5.23263,-5.23263,53.589,55.123,49.987,54.102,55.79,50.185,54.102,55.79,50.185,34.07,655.97976,34.03373,42.39,816.69229,42.37187,50.71,977.40482,50.71,0.47097,0.526,0.526,0.68978,0.74885,0.74885,94.08057,107.10415,107.10415,39.929,39.929,39.929,46.694,46.694,46.694,40.46799,779.99623,40.46799,38.88101,749.40814,38.88101,43.43676,837.17632,43.43462,37.75345,727.63923,37.75159
300628.SZ,20241028,40.36,777.91478,40.36,40.82,786.78101,40.82,39.41,759.6041,39.41,40.67,783.88985,40.67,39.96,0.71,1.7768,138233.49,557316.87,1.9118,3.1307,1.06,25.569,20.8882,6.1954,11.8213,9.8201,3.5085,3.6843,126381.5202,72306.3503,44154.0591,5139936.4265,2940699.2667,19.2744,-64.30401,-1132.18713,-58.74046,-46.28444,-790.94846,-41.03622,2.4975,47.70174,2.47488,39.76313,766.12465,39.7483,2.147,2.147,2.147,2.325,2.325,2.325,4.369,4.77,4.77,33.921,648.82,33.662,39.685,763.762,39.626,45.449,878.703,45.589,66.21262,66.05763,66.05763,151.39588,156.64059,156.64059,0.17255,0.17255,0.17255,129.61305,134.29981,134.29981,3.6972,78.22714,4.0586,5.15912,107.25367,5.56457,34.78796,35.84937,35.84937,35.67223,37.83529,37.83529,26.99647,26.99647,26.99647,9.11661,9.11661,9.11661,0.0,2.0,3.457,73.41599,3.80899,3.71758,79.7837,4.13936,39.77404,39.08252,36.70346,38.28589,39.93022,36.87538,36.14071,766.3138,751.44493,662.67183,734.56163,769.62326,703.9994,687.11406,39.75811,38.98668,34.38093,38.11074,39.92982,36.5251,35.64905,-1.18782,-1.19391,-1.19391,0.74399,0.79034,0.79034,39.68063,764.2606,39.65159,37.22257,711.68614,36.92391,86.32536,86.15238,86.15238,37.19581,37.32035,37.32035,53.57233,53.5977,53.5977,35.95367,691.13793,35.85782,39.06367,751.08132,38.96782,42.17367,811.0247,42.07782,0.0,10.0,39.512,39.685,32.96572,37.97933,39.74,35.37667,35.87167,761.57009,763.76167,616.75026,727.50594,765.96466,674.25384,682.32051,39.512,39.6257,31.99842,37.74467,39.74,34.98183,35.40035,-0.468,-9.573,-0.497,1.328,28.113,1.459,1.094,23.326,1.21,27.35416,27.43492,27.43492,28.48044,28.56099,28.56099,37.91575,37.91575,37.91575,-2.0,-38.5488,-2.0,-1.305,-25.15309,-1.305,40.57017,114.74333,114.74333,33.333,33.333,33.333,36.111,36.111,36.111,-4.68713,-4.68713,-4.68713,-2.10573,-2.10573,-2.10573,57.932,57.442,60.058,58.522,58.163,60.327,58.522,58.163,60.327,33.9,642.3372,33.32592,42.305,809.87101,42.01796,50.71,977.40482,50.71,0.5143,0.57347,0.57347,0.67998,0.7363,0.7363,99.10077,113.22473,113.22473,31.07,31.07,31.07,6.303,6.303,6.303,40.43841,779.42609,40.43841,38.85259,748.86036,38.85259,43.43719,837.19798,43.43575,37.75382,727.65805,37.75257
