ts_code,trade_date,open,open_hfq,open_qfq,high,high_hfq,high_qfq,low,low_hfq,low_qfq,close,close_hfq,close_qfq,pre_close,change,pct_chg,vol,amount,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,adj_factor,asi_bfq,asi_hfq,asi_qfq,asit_bfq,asit_hfq,asit_qfq,atr_bfq,atr_hfq,atr_qfq,bbi_bfq,bbi_hfq,bbi_qfq,bias1_bfq,bias1_hfq,bias1_qfq,bias2_bfq,bias2_hfq,bias2_qfq,bias3_bfq,bias3_hfq,bias3_qfq,boll_lower_bfq,boll_lower_hfq,boll_lower_qfq,boll_mid_bfq,boll_mid_hfq,boll_mid_qfq,boll_upper_bfq,boll_upper_hfq,boll_upper_qfq,brar_ar_bfq,brar_ar_hfq,brar_ar_qfq,brar_br_bfq,brar_br_hfq,brar_br_qfq,cci_bfq,cci_hfq,cci_qfq,cr_bfq,cr_hfq,cr_qfq,dfma_dif_bfq,dfma_dif_hfq,dfma_dif_qfq,dfma_difma_bfq,dfma_difma_hfq,dfma_difma_qfq,dmi_adx_bfq,dmi_adx_hfq,dmi_adx_qfq,dmi_adxr_bfq,dmi_adxr_hfq,dmi_adxr_qfq,dmi_mdi_bfq,dmi_mdi_hfq,dmi_mdi_qfq,dmi_pdi_bfq,dmi_pdi_hfq,dmi_pdi_qfq,downdays,updays,dpo_bfq,dpo_hfq,dpo_qfq,madpo_bfq,madpo_hfq,madpo_qfq,ema_bfq_10,ema_bfq_20,ema_bfq_250,ema_bfq_30,ema_bfq_5,ema_bfq_60,ema_bfq_90,ema_hfq_10,ema_hfq_20,ema_hfq_250,ema_hfq_30,ema_hfq_5,ema_hfq_60,ema_hfq_90,ema_qfq_10,ema_qfq_20,ema_qfq_250,ema_qfq_30,ema_qfq_5,ema_qfq_60,ema_qfq_90,emv_bfq,emv_hfq,emv_qfq,maemv_bfq,maemv_hfq,maemv_qfq,expma_12_bfq,expma_12_hfq,expma_12_qfq,expma_50_bfq,expma_50_hfq,expma_50_qfq,kdj_bfq,kdj_hfq,kdj_qfq,kdj_d_bfq,kdj_d_hfq,kdj_d_qfq,kdj_k_bfq,kdj_k_hfq,kdj_k_qfq,ktn_down_bfq,ktn_down_hfq,ktn_down_qfq,ktn_mid_bfq,ktn_mid_hfq,ktn_mid_qfq,ktn_upper_bfq,ktn_upper_hfq,ktn_upper_qfq,lowdays,topdays,ma_bfq_10,ma_bfq_20,ma_bfq_250,ma_bfq_30,ma_bfq_5,ma_bfq_60,ma_bfq_90,ma_hfq_10,ma_hfq_20,ma_hfq_250,ma_hfq_30,ma_hfq_5,ma_hfq_60,ma_hfq_90,ma_qfq_10,ma_qfq_20,ma_qfq_250,ma_qfq_30,ma_qfq_5,ma_qfq_60,ma_qfq_90,macd_bfq,macd_hfq,macd_qfq,macd_dea_bfq,macd_dea_hfq,macd_dea_qfq,macd_dif_bfq,macd_dif_hfq,macd_dif_qfq,mass_bfq,mass_hfq,mass_qfq,ma_mass_bfq,ma_mass_hfq,ma_mass_qfq,mfi_bfq,mfi_hfq,mfi_qfq,mtm_bfq,mtm_hfq,mtm_qfq,mtmma_bfq,mtmma_hfq,mtmma_qfq,obv_bfq,obv_hfq,obv_qfq,psy_bfq,psy_hfq,psy_qfq,psyma_bfq,psyma_hfq,psyma_qfq,roc_bfq,roc_hfq,roc_qfq,maroc_bfq,maroc_hfq,maroc_qfq,rsi_bfq_12,rsi_bfq_24,rsi_bfq_6,rsi_hfq_12,rsi_hfq_24,rsi_hfq_6,rsi_qfq_12,rsi_qfq_24,rsi_qfq_6,taq_down_bfq,taq_down_hfq,taq_down_qfq,taq_mid_bfq,taq_mid_hfq,taq_mid_qfq,taq_up_bfq,taq_up_hfq,taq_up_qfq,trix_bfq,trix_hfq,trix_qfq,trma_bfq,trma_hfq,trma_qfq,vr_bfq,vr_hfq,vr_qfq,wr_bfq,wr_hfq,wr_qfq,wr1_bfq,wr1_hfq,wr1_qfq,xsii_td1_bfq,xsii_td1_hfq,xsii_td1_qfq,xsii_td2_bfq,xsii_td2_hfq,xsii_td2_qfq,xsii_td3_bfq,xsii_td3_hfq,xsii_td3_qfq,xsii_td4_bfq,xsii_td4_hfq,xsii_td4_qfq
002812.SZ,20241108,40.0,146.6,40.0,40.55,148.61575,40.55,37.76,138.3904,37.76,37.9,138.9035,37.9,39.0,-1.1,-2.8205,348302.0,1362253.9,4.2626,6.1889,1.53,14.5691,45.0774,1.4494,3.0569,3.535,1.0158,4.0748,97127.859,81711.1262,56278.4428,3681145.8561,3096851.683,3.665,126.0658,462.03114,126.0658,119.78332,439.00587,119.78332,1.6715,6.12605,1.6715,36.13842,132.4473,36.13842,3.916,3.916,3.916,6.036,6.036,6.036,9.377,9.377,9.377,30.375,111.324,30.375,34.479,126.367,34.48,38.584,141.411,38.584,112.10479,112.10479,112.10479,160.33691,160.33691,160.33691,179.70343,179.70343,179.70343,176.4862,176.4862,176.4862,5.5304,20.26892,5.5304,4.9511,18.14578,4.9511,63.10585,63.10585,63.10585,45.19187,45.19187,45.19187,5.26941,5.26941,5.26941,41.44216,41.44216,41.44216,1.0,0.0,5.7405,21.03893,5.7405,5.46633,20.03411,5.46633,36.20079,34.75468,46.33882,33.63278,37.18282,32.24412,32.68607,132.67588,127.37576,165.53608,123.25947,136.27504,118.0028,119.19498,36.20079,34.75464,45.16673,33.63151,37.18282,32.19722,32.52251,1.12561,1.12561,1.12561,0.41286,0.41286,0.41286,35.88332,131.51238,35.88332,32.43257,118.78242,32.40994,76.37334,76.37334,76.37334,70.82987,70.82987,70.82987,72.67769,72.67769,72.67769,31.15601,114.18665,31.15597,34.74201,127.32934,34.74197,38.32801,140.47203,38.32797,1.0,0.0,36.012,34.4795,41.5032,33.44367,36.926,30.016,30.07856,131.98398,126.36737,148.10249,122.57104,135.33379,110.00864,110.23791,36.012,34.4795,40.40996,33.44367,36.926,30.016,30.07856,0.399,1.463,0.399,1.645,6.032,1.646,1.845,6.763,1.845,27.17131,27.17131,27.17131,27.2286,27.2286,27.2286,76.02904,76.02904,76.02904,4.0,14.66,4.0,4.0,14.66,4.0,-451.65342,-446.11012,-446.11012,58.333,58.333,58.333,63.889,63.889,63.889,11.79941,11.79941,11.79941,12.27939,12.27939,12.27939,64.59,61.591,66.162,64.591,61.64,66.162,64.591,61.64,66.162,30.68,112.4422,30.68,35.615,130.52898,35.615,40.55,148.61575,40.55,0.80207,0.80208,0.80208,0.92911,0.92912,0.92912,169.21824,169.21824,169.21824,39.85,39.85,39.85,39.85,39.85,39.85,37.62984,137.91336,37.62984,36.15416,132.505,36.15416,37.68533,138.11686,37.68536,32.75454,120.0455,32.75457
002812.SZ,20241107,37.03,135.71495,37.03,39.03,143.04495,39.03,36.9,135.2385,36.9,39.0,142.935,39.0,36.68,2.32,6.325,313697.49,1197579.54,3.8391,5.574,1.53,14.9919,46.3857,1.4914,3.1456,3.6376,0.9871,3.9599,97127.859,81711.1262,56278.4428,3787986.501,3186733.9218,3.665,157.5531,577.43212,157.5531,116.86176,428.29834,116.86176,1.6675,6.11139,1.6675,35.76625,131.08331,35.76625,8.068,8.068,8.068,10.141,10.141,10.141,13.053,13.053,13.053,30.428,111.518,30.428,34.248,125.517,34.248,38.067,139.516,38.067,127.51244,127.51244,127.51244,168.30189,168.30189,168.30189,197.51431,197.51431,197.51431,135.4634,135.4634,135.4634,5.5546,20.35761,5.5546,4.81108,17.63261,4.81108,57.77181,57.77181,57.77181,42.95983,42.95983,42.95983,5.6213,5.6213,5.6213,38.84193,38.84193,38.84193,0.0,4.0,7.403,27.132,7.403,5.48792,20.11321,5.48792,35.82318,34.42359,46.40661,33.33849,36.82423,32.05239,32.5689,131.29197,126.16232,165.75,122.18057,134.96081,117.29431,118.7521,35.82318,34.42355,45.2251,33.33713,36.82423,32.0039,32.40166,1.04193,1.04193,1.04193,0.21163,0.21163,0.21163,35.51665,130.16854,35.51665,32.2094,117.96115,32.18585,97.01214,97.01214,97.01214,69.90595,69.90595,69.90595,78.94135,78.94135,78.94135,30.63552,112.27904,30.63548,34.32152,125.78823,34.32148,38.00752,139.29742,38.00748,0.0,102.0,35.807,34.2475,41.60428,33.00033,36.186,29.88,30.02844,131.23266,125.51709,148.43707,120.94622,132.62169,109.5102,110.05425,35.807,34.2475,40.50125,33.00033,36.186,29.88,30.02844,0.384,1.405,0.383,1.595,5.849,1.596,1.787,6.552,1.788,27.29417,27.29417,27.29417,27.1759,27.1759,27.1759,74.66638,74.66638,74.66638,5.54,20.3041,5.54,3.86667,14.17133,3.86667,-416.82322,-411.27992,-411.27992,66.667,66.667,66.667,63.889,63.889,63.889,16.55708,16.55708,16.55708,11.95891,11.95891,11.95891,70.483,64.53,78.694,70.484,64.586,78.694,70.484,64.586,78.694,30.68,112.4422,30.68,34.855,127.74358,34.855,39.03,143.04495,39.03,0.78203,0.78203,0.78203,0.93761,0.93762,0.93762,208.31629,208.31629,208.31629,0.498,0.498,0.498,0.585,0.585,0.585,36.83475,134.99936,36.83475,35.39025,129.70527,35.39025,37.30387,136.71883,37.30391,32.42299,118.83039,32.42303
002812.SZ,20241106,36.47,133.66255,36.47,37.95,139.08675,37.95,36.45,133.58925,36.45,36.68,134.4322,36.68,36.28,0.4,1.1025,273010.39,1016371.29,3.3412,4.8511,1.51,14.1001,43.6264,1.4027,2.9585,3.4212,1.0495,4.2103,97127.859,81711.1262,56278.4428,3562649.8681,2997164.109,3.665,118.19615,433.1889,118.19615,104.40708,382.65194,104.40708,1.6545,6.06374,1.6545,35.07429,128.54728,35.07429,3.699,3.699,3.699,4.957,4.957,4.957,7.352,7.352,7.352,30.872,113.146,30.872,34.068,124.859,34.068,37.264,136.572,37.264,121.69576,121.69576,121.69576,161.56334,161.56334,161.56334,150.06188,150.06188,150.06188,106.98368,106.98368,106.98368,5.202,19.06533,5.202,4.65496,17.06043,4.65496,48.01191,48.01191,48.01191,40.87246,40.87246,40.87246,5.60945,5.60945,5.60945,38.80219,38.80219,38.80219,0.0,3.0,5.471,20.05122,5.471,5.12633,18.78801,5.12633,35.11722,33.94186,46.4661,32.94804,35.73635,31.81688,32.42438,128.70462,124.39677,165.93325,120.74923,130.97372,116.42513,118.20866,35.11722,33.94182,45.2751,32.94658,35.73635,31.76675,32.25339,1.02611,1.02611,1.02611,0.0593,0.0593,0.0593,34.88332,127.84736,34.88332,31.93224,116.94181,31.90772,75.33675,75.33675,75.33675,65.38826,65.38826,65.38826,68.70442,68.70442,68.70442,30.44568,111.58326,30.44564,33.90168,124.2495,33.90164,37.35768,136.91574,37.35764,0.0,20.0,35.201,34.068,41.678,32.53967,35.506,29.73,29.95822,129.01167,124.85922,148.67463,119.25788,130.12949,108.96045,109.79696,35.201,34.068,40.56607,32.53967,35.506,29.73,29.95824,0.056,0.205,0.056,1.547,5.674,1.548,1.576,5.776,1.576,27.3464,27.3464,27.3464,27.08739,27.08739,27.08739,73.59773,73.59773,73.59773,4.01,14.69665,4.01,3.15167,11.55086,3.15167,-448.19297,-442.64966,-442.64966,66.667,66.667,66.667,61.111,61.111,61.111,12.27426,12.27426,12.27426,9.82221,9.82221,9.82221,64.161,60.743,68.062,64.162,60.8,68.062,64.162,60.8,68.062,30.68,112.4422,30.68,34.315,125.76448,34.315,37.95,139.08675,37.95,0.76278,0.76278,0.76278,0.93841,0.93843,0.93843,206.01315,206.01315,206.01315,24.19,24.19,24.19,31.358,31.358,31.358,36.19929,132.6704,36.19929,34.77971,127.46764,34.77971,36.67931,134.42984,36.67936,31.88015,116.84089,31.88019
002812.SZ,20241105,34.74,127.3221,34.74,36.36,133.2594,36.36,34.4,126.076,34.4,36.28,132.9662,36.28,34.77,1.51,4.3428,257900.08,924512.8,3.1336,4.535,1.48,14.0311,43.413,1.385,2.944,3.4044,1.0547,4.231,97718.3626,82301.6448,56868.9614,3545222.1951,2985903.6733,3.665,151.68844,555.93812,151.68844,96.20232,352.5815,96.20232,1.7415,6.3826,1.7415,34.69763,127.1668,34.69763,3.44,3.44,3.44,4.815,4.815,4.815,7.279,7.279,7.279,30.956,113.453,30.956,34.021,124.685,34.021,37.085,135.918,37.085,123.96612,123.96612,123.96612,164.47439,164.47439,164.47439,86.66778,86.66778,86.66778,93.32494,93.32494,93.32494,5.1228,18.77506,5.1228,4.56468,16.72955,4.56468,37.76547,37.76547,37.76547,39.0093,39.0093,39.0093,6.835,6.835,6.835,33.13017,33.13017,33.13017,0.0,2.0,5.5335,20.28028,5.5335,5.16092,18.91476,5.16092,34.76994,33.65364,46.5447,32.69066,35.26452,31.65203,32.32875,127.43183,123.34041,166.18627,119.80558,129.24447,115.81472,117.84409,34.76994,33.65359,45.34414,32.68911,35.26452,31.6002,32.15391,0.69915,0.69915,0.69915,-0.06345,-0.06345,-0.06345,34.55665,126.65012,34.55665,31.73845,116.22791,31.71294,70.1944,70.1944,70.1944,63.73017,63.73017,63.73017,65.88492,65.88492,65.88492,30.16073,110.53891,30.16069,33.57273,123.04389,33.57269,36.98473,135.54887,36.98469,0.0,19.0,34.923,34.0205,41.77804,32.13867,35.11,29.61133,29.91744,127.9928,124.68513,149.00624,117.78821,128.67815,108.52554,109.6474,34.923,34.0205,40.65655,32.13867,35.11,29.61133,29.91743,-0.043,-0.16,-0.044,1.54,5.648,1.541,1.519,5.568,1.519,27.29799,27.29799,27.29799,26.97592,26.97592,26.97592,68.53298,68.53298,68.53298,4.1,15.0265,4.1,2.755,10.09708,2.755,-475.49401,-469.9507,-469.9507,66.667,66.667,66.667,59.722,59.722,59.722,12.74083,12.74083,12.74083,8.5933,8.5933,8.5933,62.906,60.038,65.595,62.907,60.095,65.595,62.907,60.095,65.595,30.68,112.4422,30.68,34.65,126.99225,34.65,38.62,141.5423,38.62,0.77371,0.77372,0.77372,0.92819,0.92822,0.92822,207.34473,207.34473,207.34473,16.355,16.355,16.355,22.727,22.727,22.727,35.73213,130.95826,35.73213,34.33087,125.82264,34.33087,36.44286,133.56328,36.44291,31.67464,116.08771,31.67468
002812.SZ,20241104,34.3,125.7095,34.3,35.28,129.3012,35.28,33.9,124.2435,33.9,34.77,127.43205,34.77,34.2,0.57,1.6667,112343.59,389546.54,1.365,1.9755,0.54,13.4471,41.6061,1.3273,2.8215,3.2628,1.1005,4.4148,97718.3626,82301.6448,56868.9614,3397667.4676,2861628.1897,3.665,117.82713,431.83644,117.82713,82.09728,300.88652,82.09728,1.8145,6.65014,1.8145,34.56492,126.68042,34.56492,-0.78,-0.78,-0.78,1.454,1.454,1.454,4.01,4.01,4.01,30.778,112.8,30.778,34.088,124.933,34.088,37.398,137.065,37.398,118.75314,118.75314,118.75314,159.36819,159.36819,159.36819,44.09001,44.09001,44.09001,107.38647,107.38647,107.38647,5.025,18.41663,5.025,4.5093,16.52658,4.5093,29.16647,29.16647,29.16647,38.20396,38.20396,38.20396,12.07598,12.07598,12.07598,29.53415,29.53415,29.53415,0.0,1.0,4.4465,16.29642,4.4465,5.43467,19.91805,5.43467,34.43437,33.37718,46.62715,32.44312,34.75678,31.49515,32.23996,126.20197,122.32717,166.4531,118.89795,127.38361,115.23331,117.50426,34.43437,33.37713,45.41694,32.44146,34.75678,31.44156,32.06119,0.27794,0.27794,0.27794,-0.07973,-0.07973,-0.07973,34.24331,125.50174,34.24331,31.55308,115.54472,31.52653,45.70923,45.70923,45.70923,62.6528,62.6528,62.6528,57.00494,57.00494,57.00494,30.05692,110.1584,30.05686,33.35092,122.23091,33.35086,36.64492,134.30342,36.64486,0.0,1.0,34.641,34.088,41.88616,31.76267,34.832,29.50483,29.89878,126.95927,124.93252,149.36654,116.41017,127.65928,108.13521,109.57887,34.641,34.088,40.75485,31.76267,34.832,29.50483,29.89874,-0.162,-0.596,-0.163,1.546,5.668,1.547,1.465,5.37,1.465,27.22822,27.22822,27.22822,26.86825,26.86825,26.86825,62.3775,62.3775,62.3775,3.68,13.4872,3.68,2.18667,8.01413,2.18667,-501.28401,-495.74071,-495.74071,66.667,66.667,66.667,58.333,58.333,58.333,11.8366,11.8366,11.8366,6.7946,6.7946,6.7946,57.788,57.262,54.553,57.789,57.319,54.553,57.789,57.319,54.553,30.68,112.4422,30.68,34.65,126.99225,34.65,38.62,141.5423,38.62,0.79545,0.79545,0.79545,0.90419,0.90421,0.90421,186.9889,186.9889,186.9889,45.38,45.38,45.38,71.753,71.753,71.753,35.64288,130.63116,35.64288,34.24512,125.50836,34.24512,36.30935,133.07395,36.3094,31.55859,115.66241,31.55864
